HGNC.symbol	MGI.symbol
11213	NOSIP	Nosip
11214	PRR12	Prr12
11215	TMIGD3	Tmigd3
11216	CYTH2	Cyth2
11217	GRIN2D	Grin2d
11218	CELSR2	Celsr2
11219	SPHK2	Sphk2
11220	MAGI3	Magi3
11221	IGSF3	Igsf3
11222	KIR3DL3	Kir3dl2
11223	KIR3DL3	Kir3dl1
11224	GSTM1	Gstm6
11225	GSTM1	Gstm3
11226	GSTM1	Gstm2
11227	GSTM1	Gstm1
11228	DRAM2	Dram2
11229	SYPL2	Sypl2
11230	PTOV1	Ptov1
11231	TAFA3	Tafa3
11232	BCAS2	Bcas2
11233	DENND2D	Dennd2d
11234	SYCP1	Sycp1
11235	SRGAP2C	Srgap2
11236	AKT1S1	Akt1s1
11237	BCL2L15	Bcl2l15
11238	DENND2C	Dennd2c
11239	C19orf81	1700008O03Rik
11240	SHANK1	Shank1
11241	TBX15	Tbx15
11242	NR1H2	Nr1h2
11243	SLC6A16	Slc6a16
11244	FCGR1B	Fcgr1
11245	SPACA4	Spaca4
11246	KCNC3	Kcnc3
11247	TENT5C	Tent5c
11248	ADAM30	Adam30
11249	HAO2	Hao2
11250	KCND3	Kcnd3
11251	UBL4B	Ubl4b
11252	PNKP	Pnkp
11253	GSTM3	Gstm5
11254	AP2A1	Ap2a1
11255	CEPT1	Cept1
11256	KASH5	Kash5
11257	RNU6-1041P	Gm24928
11258	SNORD34	Snord34
11259	RNU6-803P	Gm24928
11260	RNU6-317P	Gm22578
11261	RN7SL317P	Gm24812
11262	RNU6-982P	Gm24928
11263	RNU6-751P	Gm24928
11264	SNORD32A	Snord32a
11265	SNORD88C	Gm26247
11266	RNU6-980P	Gm24928
11267	SNORD23	Snord23
11268	SNORD35B	Snord35b
11269	RNU1-75P	Gm24032
11270	RNU6-165P	Gm24928
11271	RN7SL526P	Gm24812
11272	SERBP1	Serbp1
11273	IL23R	Il23r
11274	GNG12	Gng12
11275	TACSTD2	Tacstd2
11276	IL12RB2	Il12rb2
11277	DDAH1	Ddah1
11278	C1orf210	2610528J11Rik
11279	TMEM53	Tmem53
11280	LEPROT	Leprot
11281	ATG4C	Atg4c
11282	ADGRB2	Adgrb2
11283	STXBP3	Stxbp3
11284	GPSM2	Gpsm2
11285	GIPC2	Gipc2
11286	HECTD3	Hectd3
11287	TOE1	Toe1
11288	MRPL37	Mrpl37
11289	PARS2	Pars2
11290	PUM1	Pum1
11291	KYAT3	Kyat3
11292	C1orf87	Gm12695
11293	LEXM	Lexm
11294	SNRNP40	Snrnp40
11295	GPBP1L1	Gpbp1l1
11296	P3R3URF	1700042G07Rik
11297	HYI	Hyi
11298	A3GALT2	A3galt2
11299	HOOK1	Hook1
11300	MRPS15	Mrps15
11301	STX12	Stx12
11302	DEPDC1	Depdc1a
11303	FOXE3	Foxe3
11304	LRRC8B	Lrrc8b
11305	NSUN4	Nsun4
11306	BARHL2	Barhl2
11307	TINAGL1	Tinagl1
11308	TEX38	Tex38
11309	OXCT2	Oxct2b
11310	OXCT2	Oxct2a
11311	RWDD3	Rwdd3
11312	SLC25A24	Slc25a24
11313	FPGT	Fpgt
11314	CDC20	Cdc20
11315	SGIP1	Sgip1
11316	GUCA2B	Guca2b
11317	S100PBP	S100pbp
11318	MED18	Med18
11319	MMACHC	Mmachc
11320	HS2ST1	Hs2st1
11321	TRMT13	Trmt13
11322	STK40	Stk40
11323	PLPP3	Plpp3
11324	SERINC2	Serinc2
11325	STIL	Stil
11326	SAMD13	Samd13
11327	LYPLA2	Lypla2
11328	SLC44A3	Slc44a3
11329	FPGT-TNNI3K	Tnni3k
11330	FAM167B	Fam167b
11331	DNTTIP2	Dnttip2
11332	SMIM12	Smim12
11333	DAB1	Dab1
11334	C8A	C8a
11335	ACADM	Acadm
11336	FAM151A	Fam151a
11337	FOXO6	Foxo6
11338	PTGER3	Ptger3
11339	S1PR1	S1pr1
11340	LPAR3	Lpar3
11341	CYP4B1	Cyp4b1
11342	RHBDL2	Rhbdl2
11343	GJB3	Gjb3
11344	INPP5B	Inpp5b
11345	DOCK7	Dock7
11346	CYP4A22	Cyp4a30b
11347	CYP4A22	Cyp4a10
11348	CYP4A22	Cyp4a31
11349	CYP4A22	Cyp4a32
11350	SASS6	Sass6
11351	DNAJC6	Dnajc6
11352	CFAP57	Cfap57
11353	PODN	Podn
11354	PRPF38A	Prpf38a
11355	L1TD1	L1td1
11356	DPH5	Dph5
11357	SCMH1	Scmh1
11358	MSH4	Msh4
11359	MCOLN2	Mcoln2
11360	EPHX4	Ephx4
11361	KDM4A	Kdm4a
11362	FNDC5	Fndc5
11363	PLPPR4	Plppr4
11364	LHX8	Lhx8
11365	SYDE2	Syde2
11366	KANK4	Kank4
11367	AKR1A1	Akr1a1
11368	LSM10	Lsm10
11369	MIR186	Mir186
11370	HEYL	Heyl
11371	TMEM69	Tmem69
11372	GJA4	Gja4
11373	ALG14	Alg14
11374	MPL	Mpl
11375	PPP1R8	Ppp1r8
11376	C1orf109	9930104L06Rik
11377	HPCA	Hpca
11378	TCTEX1D4	Dynlt4
11379	AK2	Ak2
11380	SESN2	Sesn2
11381	MATN1	Matn1
11382	TCTEX1D1	Dynlt5
11383	CLDN19	Cldn19
11384	RIMKLA	Rimkla
11385	SLC30A7	Slc30a7
11386	OLFM3	Olfm3
11387	SZT2	Szt2
11388	RPAP2	Rpap2
11389	C1orf194	1700013F07Rik
11390	SYNC	Sync
11391	MYCL	Mycl
11392	RPF1	Rpf1
11393	C1orf50	AU022252
11394	DNAJB4	Dnajb4
11395	SH3GLB1	Sh3glb1
11396	FNBP1L	Fnbp1l
11397	EVI5	Evi5
11398	SNX7	Snx7
11399	ADGRL4	Adgrl4
11400	FNDC7	Fndc7
11401	DMRTB1	Dmrtb1
11402	TEKT2	Tekt2
11403	DBT	Dbt
11404	LDLRAD1	Ldlrad1
11405	CLCA2	Clca2
11406	BSDC1	Bsdc1
11407	FGR	Fgr
11408	ERI3	Eri3
11409	SRSF11	Srsf11
11410	LRRC8D	Lrrc8d
11411	RNF11	Rnf11
11412	HPCAL4	Hpcal4
11413	FOXJ3	Foxj3
11414	NTNG1	Ntng1
11415	DIPK1A	Dipk1a
11416	ELAPOR1	Elapor1
11417	CCN1	Ccn1
11418	TFAP2E	Tfap2e
11419	CRYZ	Cryz
11420	EBNA1BP2	Ebna1bp2
11421	ST6GALNAC5	St6galnac5
11422	NEGR1	Negr1
11423	ABCD3	Abcd3
11424	MIR101-1	Mir101a
11425	TIE1	Tie1
11426	TMEM61	Tmem61
11427	KTI12	Kti12
11428	AGO4	Ago4
11429	PRPF38B	Prpf38b
11430	EPHA10	Epha10
11431	ELOVL1	Elovl1
11432	KHDRBS1	Khdrbs1
11433	RTCA	Rtca
11434	SLC6A9	Slc6a9
11435	CZIB	Czib
11436	GPX7	Gpx7
11437	MIR761	Mir761
11438	KPNA6	Kpna6
11439	PTGFR	Ptgfr
11440	ST6GALNAC3	St6galnac3
11441	FAM183A	Fam183b
11442	ID3	Id3
11443	IPP	Ipp
11444	TM2D1	Tm2d1
11445	GNL2	Gnl2
11446	SLC35A3	Slc35a3
11447	ATP6V0B	Atp6v0b
11448	FAM102B	Fam102b
11449	RAVER2	Raver2
11450	HCRTR1	Hcrtr1
11451	ECHDC2	Echdc2
11452	GFI1	Gfi1
11453	BEND5	Bend5
11454	MECR	Mecr
11455	EYA3	Eya3
11456	LRP8	Lrp8
11457	CTBS	Ctbs
11458	ABCA4	Abca4
11459	RSPO1	Rspo1
11460	SMAP2	Smap2
11461	ANKRD13C	Ankrd13c
11462	BRDT	Brdt
11463	MFSD2A	Mfsd2a
11464	PHC2	Phc2
11465	RPL11	Rpl11
11466	P3H1	P3h1
11467	ADPRS	Adprs
11468	NDC1	Ndc1
11469	LRRC8C	Lrrc8c
11470	SRSF4	Srsf4
11471	TMEM54	Tmem54
11472	FAM229A	Fam229a
11473	BTBD8	Btbd8
11474	BTBD8	Gm42669
11475	EXO5	Exo5
11476	MCOLN3	Mcoln3
11477	TMED5	Tmed5
11478	CAP1	Cap1
11479	GRIK3	Grik3
11480	FAAH	Faah
11481	FABP3	Fabp3
11482	PPT1	Ppt1
11483	ST3GAL3	St3gal3
11484	LRRC7	Lrrc7
11485	IPO13	Ipo13
11486	TCEANC2	Tceanc2
11487	SLFNL1	Slfnl1
11488	INSL5	Insl5
11489	CYP4X1	Cyp4x1
11490	BSND	Bsnd
11491	NFIA	Nfia
11492	PRKACB	Prkacb
11493	PKN2	Pkn2
11494	HSPB11	Hspb11
11495	PIGK	Pigk
11496	GBP6	Gbp8
11497	GBP6	Gbp9
11498	GBP6	Gbp4
11499	GBP6	Gm43302
11500	GBP6	Gbp10
11501	GBP6	Gbp6
11502	GBP6	Gbp11
11503	ASB17	Asb17
11504	CTPS1	Ctps
11505	CYB5RL	Cyb5rl
11506	NDUFS5	Ndufs5
11507	AKNAD1	Aknad1
11508	AKIRIN1	Akirin1
11509	ATP5IF1	Atpif1
11510	MYCBP	Mycbp
11511	C1orf52	2410004B18Rik
11512	PRKAA2	Prkaa2
11513	PPCS	Ppcs
11514	TMEM200B	Tmem200b
11515	CLCA1	Clca1
11516	TMEM275	6430628N08Rik
11517	AGO1	Ago1
11518	ALG6	Alg6
11519	MTF2	Mtf2
11520	KLF17	Klf17
11521	GCLM	Gclm
11522	PLPPR5	Plppr5
11523	SLC5A9	Slc5a9
11524	RPS8	Rps8
11525	PTP4A2	Ptp4a2
11526	TMCO2	Tmco2
11527	PLK3	Plk3
11528	MACF1	Macf1
11529	ATPAF1	Atpaf1
11530	AGBL4	Agbl4
11531	SLC35D1	Slc35d1
11532	ERMAP	Ermap
11533	ROR1	Ror1
11534	SSX2IP	Ssx2ip
11535	GPR88	Gpr88
11536	KIAA0319L	AU040320
11537	AGL	Agl
11538	GUCA2A	Guca2a
11539	SLC1A7	Slc1a7
11540	SH3D21	Sh3d21
11541	OMA1	Oma1
11542	GLMN	Glmn
11543	COL8A2	Col8a2
11544	FGGY	Fggy
11545	DNASE2B	Dnase2b
11546	DPH2	Dph2
11547	SETSIP	Set
11548	LMO4	Lmo4
11549	ELOA	Eloa
11550	BCAR3	Bcar3
11551	RPE65	Rpe65
11552	C1orf216	5730409E04Rik
11553	TLCD4	Tlcd4
11554	ARMH1	Armh1
11555	TRIM62	Trim62
11556	CPT2	Cpt2
11557	MANEAL	Maneal
11558	PATJ	Patj
11559	AHDC1	Ahdc1
11560	P3R3URF-PIK3R3	Gm49337
11561	P3R3URF-PIK3R3	Pik3r3
11562	ADGRL2	Adgrl2
11563	ACOT11	Acot11
11564	C1orf94	CK137956
11565	DIO1	Dio1
11566	CSMD2	Csmd2
11567	ELAVL4	Elavl4
11568	DNALI1	Dnali1
11569	FRRS1	Frrs1
11570	DPYD	Dpyd
11571	KLF18	Zfp352
11572	MROH7-TTC4	Mroh7
11573	TGFBR3	Tgfbr3
11574	MIR137	Mir137
11575	DMBX1	Dmbx1
11576	DNAJC8	Dnajc8
11577	SVBP	Svbp
11578	ANGPTL3	Angptl3
11579	SLC44A5	Slc44a5
11580	MIR30C1	Mir30c-1
11581	LURAP1	Lurap1
11582	DR1	Dr1
11583	RAB3B	Rab3b
11584	SF3A3	Sf3a3
11585	PTPRF	Ptprf
11586	SELENOF	Selenof
11587	LRRC41	Lrrc41
11588	DLGAP3	Dlgap3
11589	NT5C1A	Nt5c1a
11590	MTF1	Mtf1
11591	CLCC1	Clcc1
11592	KIAA1522	C77080
11593	EVA1B	Eva1b
11594	CYP4A11	Cyp4a30b
11595	CYP4A11	Cyp4a10
11596	CYP4A11	Cyp4a31
11597	CYP4A11	Cyp4a32
11598	CDCP2	Cdcp2
11599	GMEB1	Gmeb1
11600	RNF220	Rnf220
11601	DMAP1	Dmap1
11602	BTF3L4	Gm20075
11603	BTF3L4	Btf3l4
11604	GLIS1	Glis1
11605	PABPC4	Pabpc4
11606	RIMS3	Rims3
11607	LRRC40	Lrrc40
11608	MED8	Med8
11609	MEAF6	Meaf6
11610	OSBPL9	Osbpl9
11611	SDC3	Sdc3
11612	EPS15	Eps15
11613	COA7	Coa7
11614	NFYC	Nfyc
11615	SFPQ	Sfpq
11616	CCDC24	Ccdc24
11617	AK5	Ak5
11618	SPATA1	Spata1
11619	ODF2L	Odf2l
11620	TRABD2B	Trabd2b
11621	CMPK1	Cmpk1
11622	EPB41	Epb41
11623	SHISAL2A	Shisal2a
11624	CCDC30	Ccdc30
11625	PITHD1	Pithd1
11626	POMGNT1	Pomgnt1
11627	COL16A1	Col16a1
11628	NASP	Nasp
11629	ASAP3	Asap3
11630	MROH7	Mroh7
11631	LAPTM5	Laptm5
11632	OPRD1	Oprd1
11633	C1orf141	4921539E11Rik
11634	MAST2	Mast2
11635	TAL1	Tal1
11636	BTBD19	Btbd19
11637	KNCN	Kncn
11638	AGO3	Ago3
11639	TAF12	Taf12
11640	EIF2B3	Eif2b3
11641	HDAC1	Hdac1
11642	C1orf122	1110065P20Rik
11643	CITED4	Cited4
11644	RBBP4	Rbbp4
11645	ERICH3	Erich3
11646	EFCAB14	Efcab14
11647	PPIH	Gm7879
11648	PPIH	Ppih
11649	DCDC2B	Dcdc2b
11650	NKAIN1	Nkain1
11651	PCSK9	Pcsk9
11652	C8B	C8b
11653	TCEA3	Tcea3
11654	NRDC	Nrd1
11655	SCP2	Scp2
11656	TNNI3K	Tnni3k
11657	HFM1	Hfm1
11658	C1orf185	4930522H14Rik
11659	TMEM269	Tmem269
11660	TRAPPC3	Trappc3
11661	MIGA1	Miga1
11662	CNN3	Cnn3
11663	PRMT6	Prmt6
11664	SSBP3	Ssbp3
11665	RRAGC	Rragc
11666	GJB4	Gjb4
11667	FAM76A	Fam76a
11668	CCDC28B	Ccdc28b
11669	TAF13	Taf13
11670	NCDN	Ncdn
11671	TMEM39B	Tmem39b
11672	LRRC39	Lrrc39
11673	RCC1	Rcc1
11674	MAGOH	Magoh
11675	HENMT1	Henmt1
11676	PEF1	Pef1
11677	TRIT1	Trit1
11678	OSCP1	Oscp1
11679	RNPC3	Rnpc3
11680	PPIE	Ppie
11681	HMGB4	Hmgb4
11682	SPATA6	Spata6
11683	RABGGTB	Rabggtb
11684	B4GALT2	B4galt2
11685	GJB5	Gjb5
11686	FUBP1	Fubp1
11687	TMEM35B	Tmem35b
11688	C1orf146	1700028K03Rik
11689	COL9A2	Col9a2
11690	TMEM59	Tmem59
11691	RAB42	Rab42
11692	LRRIQ3	Lrriq3
11693	ZNHIT6	Znhit6
11694	USP33	Usp33
11695	ZSWIM5	Zswim5
11696	YRDC	Yrdc
11697	UROD	Urod
11698	ZZZ3	Zzz3
11699	TSPAN1	Tspan1
11700	ZBTB8A	Zbtb8a
11701	ZFP69	Zfp69
11702	ZRANB2	Zranb2
11703	TXNDC12	Txndc12
11704	ZYG11B	Zyg11b
11705	TYW3	Tyw3
11706	XKR8	Xkr8
11707	UQCRH	Uqcrh
11708	TRNAU1AP	Trnau1ap
11709	ZMYND12	Zmynd12
11710	UBE2U	Ube2u
11711	USP1	Usp1
11712	ZNF326	Zfp326
11713	ZFYVE9	Zfyve9
11714	YARS1	Yars
11715	ZCCHC17	Zcchc17
11716	ZNF644	Zfp644
11717	ZBTB8B	Zbtb8b
11718	WLS	Wls
11719	ZNF691	Zfp691
11720	ZMYM6	Zmym6
11721	USP24	Usp24
11722	TTC22	Ttc22
11723	TUT4	Tut4
11724	TTLL7	Ttll7
11725	ZNF362	Zfp362
11726	WDR47	Wdr47
11727	ZMYM4	Zmym4
11728	ZYG11A	Zyg11a
11729	TXLNA	Txlna
11730	ZMPSTE24	Zmpste24
11731	YIPF1	Yipf1
11732	ZSCAN20	Zscan20
11733	ZBTB8OS	Zbtb8os
11734	YTHDF2	Ythdf2
11735	TTC4	Ttc4
11736	ZMYM1	Zmym1
11737	RNU6-809P	Gm22597
11738	RNU6-369P	Gm24223
11739	RNU6-352P	Gm24848
11740	SNORD46	Gm26330
11741	SNORD21	Snord21
11742	RNU6-1246P	Gm22606
11743	SNORA16A	Gm23454
11744	SNORA16A	Snora16a
11745	SNORD45A	Gm24494
11746	SNORA66	Gm26387
11747	SCARNA1	Gm22767
11748	RNU6-1281P	Gm24128
11749	RN7SL559P	Gm22876
11750	RNU2-15P	Gm22073
11751	RNU6-371P	Gm23958
11752	SNORD55	Snord55
11753	SNORA44	Snora44
11754	SNORA61	Gm23514
11755	SNORA61	Gm23443
11756	SNORA61	Snora61
11757	RNU6-1102P	Gm26038
11758	SNORD45B	Snord45b
11759	SNORD99	Snord99
11760	RNU6-877P	Gm23369
11761	SNORA55	Gm23974
11762	SNORA55	Gm22889
11763	SNORA55	Gm25370
11764	SNORA55	Gm24620
11765	SNORA55	Gm22154
11766	SNORA55	Gm25788
11767	RNU4-88P	Gm25806
11768	SNORD38A	Snord38a
11769	RNU6-622P	Gm25834
11770	RNU4-59P	Gm22956
11771	NAXE	Naxe
11772	PRCC	Prcc
11773	PAQR6	Paqr6
11774	IQGAP3	Iqgap3
11775	RRNAD1	Rrnad1
11776	RAB25	Rab25
11777	FDPS	Fdps
11778	CCT3	Cct3
11779	TTC24	Ttc24
11780	MIR9-1	Mir9-1
11781	PRAMEF18	Oog1
11782	TSACC	Tsacc
11783	UBQLN4	Ubqln4
11784	RIT1	Rit1
11785	ISG20L2	Isg20l2
11786	RXFP4	Rxfp4
11787	GLMP	Glmp
11788	TMEM79	Tmem79
11789	PRAMEF33	Oog1
11790	GON4L	Gon4l
11791	PRAMEF17	Oog1
11792	BCAN	Bcan
11793	HAPLN2	Hapln2
11794	SH2D2A	Sh2d2a
11795	BGLAP	Bglap3
11796	BGLAP	Bglap2
11797	BGLAP	Bglap
11798	LMNA	Lmna
11799	RHBG	Rhbg
11800	RHBG	Gm38392
11801	ASH1L	Ash1l
11802	SMG5	Smg5
11803	LRRC71	Lrrc71
11804	DAP3	Dap3
11805	HNRNPCL4	Hnrnpc
11806	PRAMEF19	Oog1
11807	YY1AP1	Gon4l
11808	ARHGEF2	Arhgef2
11809	MRPL24	Mrpl24
11810	MEF2D	Mef2d
11811	PMF1	Pmf1
11812	GPATCH4	Gpatch4
11813	HNRNPCL1	Hnrnpc
11814	PEAR1	Pear1
11815	HNRNPCL3	Hnrnpc
11816	INSRR	Insrr
11817	PRAMEF8	Oog1
11818	MSTO1	Msto1
11819	RUSC1	Rusc1
11820	PRAMEF6	Oog1
11821	SSR2	Ssr2
11822	PRAMEF12	Oog1
11823	PRAMEF27	Oog1
11824	LAMTOR2	Lamtor2
11825	HNRNPCL2	Hnrnpc
11826	SYT11	Syt11
11827	KHDC4	Khdc4
11828	HDGF	Hdgf
11829	PRAMEF1	Oog1
11830	ILF2	Ilf2
11831	LIX1L	Lix1l
11832	PAFAH2	Pafah2
11833	S100A4	S100a4
11834	EXTL1	Extl1
11835	PLEKHO1	Plekho1
11836	PRAMEF26	Oog1
11837	PRAMEF26	Gm2042
11838	PRAMEF26	Pramel51
11839	PRAMEF26	Pramel32
11840	PRAMEF26	Pramel17
11841	PRAMEF26	C130073F10Rik
11842	PRAMEF26	Pramel18
11843	PRAMEF26	Pramel19
11844	PRAMEF26	Gm12790
11845	PRAMEF26	Gm12789
11846	PRAMEF26	Pramel33
11847	PRAMEF26	Pramel34
11848	PRAMEF26	Pramel35
11849	PRAMEF26	Pramel36
11850	PRAMEF26	Pramel37
11851	PRAMEF26	Gm6351
11852	PRAMEF26	Pramel38
11853	PRAMEF26	Pramel39
11854	PRAMEF26	Pramel40
11855	PRAMEF26	AA792892
11856	PRAMEF26	Pramel41
11857	PRAMEF26	Pramel42
11858	PRAMEF26	Pramel43
11859	PRAMEF26	Pramel44
11860	PRAMEF26	Gm6205
11861	PRAMEF26	Gm3183
11862	PRAMEF26	Gm6367
11863	PRAMEF26	Pramel45
11864	PRAMEF26	Gm16513
11865	PRAMEF26	Pramel46
11866	PRAMEF26	Pramel47
11867	PRAMEF26	Pramel48
11868	PRAMEF26	Gm3286
11869	PRAMEF26	Pramel49
11870	PRAMEF26	Pramel50
11871	PRAMEF26	Gm7982
11872	PRAMEF26	E330014E10Rik
11873	PRAMEF26	Pramel7
11874	PRAMEF26	Pramel6
11875	PRAMEF26	Pramel1
11876	PRAMEF26	Pramel12
11877	PRAMEF26	Oog4
11878	PRAMEF26	Gm13043
11879	PRAMEF26	Gm13040
11880	PRAMEF26	Gm13057
11881	PRAMEF26	Pramel20
11882	PRAMEF26	Pramel21
11883	PRAMEF26	Pramel22
11884	PRAMEF26	Pramel23
11885	PRAMEF26	Pramel24
11886	PRAMEF26	Pramel25
11887	PRAMEF26	Pramel26
11888	PRAMEF26	Pramel27
11889	PRAMEF26	Pramel11
11890	PRAMEF26	Pramel16
11891	PRAMEF26	Pramel28
11892	PRAMEF26	Pramel14
11893	PRAMEF26	Pramel4
11894	PRAMEF26	Gm13102
11895	PRAMEF26	Oog3
11896	PRAMEF26	Oog2
11897	PRAMEF26	Pramel29
11898	PRAMEF26	Pramel5
11899	PRAMEF26	Pramel30
11900	PRAMEF26	Pramel31
11901	PRAMEF26	Pramel15
11902	PRAMEF26	Pramel13
11903	IGSF21	Igsf21
11904	PRAMEF18	Gm2042
11905	PRAMEF18	Pramel51
11906	PRAMEF18	Pramel32
11907	PRAMEF18	Pramel17
11908	PRAMEF18	C130073F10Rik
11909	PRAMEF18	Pramel18
11910	PRAMEF18	Pramel19
11911	PRAMEF18	Gm12790
11912	PRAMEF18	Gm12789
11913	PRAMEF18	Pramel33
11914	PRAMEF18	Pramel34
11915	PRAMEF18	Pramel35
11916	PRAMEF18	Pramel36
11917	PRAMEF18	Pramel37
11918	PRAMEF18	Gm6351
11919	PRAMEF18	Pramel38
11920	PRAMEF18	Pramel39
11921	PRAMEF18	Pramel40
11922	PRAMEF18	AA792892
11923	PRAMEF18	Pramel41
11924	PRAMEF18	Pramel42
11925	PRAMEF18	Pramel43
11926	PRAMEF18	Pramel44
11927	PRAMEF18	Gm6205
11928	PRAMEF18	Gm3183
11929	PRAMEF18	Gm6367
11930	PRAMEF18	Pramel45
11931	PRAMEF18	Gm16513
11932	PRAMEF18	Pramel46
11933	PRAMEF18	Pramel47
11934	PRAMEF18	Pramel48
11935	PRAMEF18	Gm3286
11936	PRAMEF18	Pramel49
11937	PRAMEF18	Pramel50
11938	PRAMEF18	Gm7982
11939	PRAMEF18	E330014E10Rik
11940	PRAMEF18	Pramel7
11941	PRAMEF18	Pramel6
11942	PRAMEF18	Pramel1
11943	PRAMEF18	Pramel12
11944	PRAMEF18	Oog4
11945	PRAMEF18	Gm13043
11946	PRAMEF18	Gm13040
11947	PRAMEF18	Gm13057
11948	PRAMEF18	Pramel20
11949	PRAMEF18	Pramel21
11950	PRAMEF18	Pramel22
11951	PRAMEF18	Pramel23
11952	PRAMEF18	Pramel24
11953	PRAMEF18	Pramel25
11954	PRAMEF18	Pramel26
11955	PRAMEF18	Pramel27
11956	PRAMEF18	Pramel11
11957	PRAMEF18	Pramel16
11958	PRAMEF18	Pramel28
11959	PRAMEF18	Pramel14
11960	PRAMEF18	Pramel4
11961	PRAMEF18	Gm13102
11962	PRAMEF18	Oog3
11963	PRAMEF18	Oog2
11964	PRAMEF18	Pramel29
11965	PRAMEF18	Pramel5
11966	PRAMEF18	Pramel30
11967	PRAMEF18	Pramel31
11968	PRAMEF18	Pramel15
11969	PRAMEF18	Pramel13
11970	HP1BP3	Hp1bp3
11971	CENPS	Cenps
11972	PMVK	Pmvk
11973	TMEM201	Tmem201
11974	PEX14	Pex14
11975	SPRR4	Sprr4
11976	DCST1	Dcst1
11977	S100A16	S100a16
11978	STPG1	Stpg1
11979	TMCO4	Tmco4
11980	PRUNE1	Prune1
11981	ESPN	Espn
11982	OAZ3	Oaz3
11983	SRARP	Srarp
11984	FAM110D	Grrp1
11985	CCDC27	Ccdc27
11986	SV2A	Sv2a
11987	BOLA1	Bola1
11988	PIGV	Pigv
11989	ARID1A	Arid1a
11990	CLK2	Clk2
11991	C1orf43	4933434E20Rik
11992	C1orf43	Gm53012
11993	MRPL9	Mrpl9
11994	ERRFI1	Errfi1
11995	GALE	Gale
11996	MIR34A	Mir34a
11997	RNF115	Rnf115
11998	ARNT	Arnt
11999	FLAD1	Flad1
12000	NCMAP	Ncmap
12001	MIIP	Miip
12002	GJA8	Gja8
12003	SLC30A2	Slc30a2
12004	PLCH2	Plch2
12005	FLG2	Flg2
12006	LDLRAD2	Ldlrad2
12007	AADACL3	Aadacl3
12008	DRAXIN	Draxin
12009	NMNAT1	Nmnat1
12010	CAMTA1	Camta1
12011	SSU72	Ssu72
12012	C1QC	C1qc
12013	PRAMEF33	Gm2042
12014	PRAMEF33	Pramel51
12015	PRAMEF33	Pramel32
12016	PRAMEF33	Pramel17
12017	PRAMEF33	C130073F10Rik
12018	PRAMEF33	Pramel18
12019	PRAMEF33	Pramel19
12020	PRAMEF33	Gm12790
12021	PRAMEF33	Gm12789
12022	PRAMEF33	Pramel33
12023	PRAMEF33	Pramel34
12024	PRAMEF33	Pramel35
12025	PRAMEF33	Pramel36
12026	PRAMEF33	Pramel37
12027	PRAMEF33	Gm6351
12028	PRAMEF33	Pramel38
12029	PRAMEF33	Pramel39
12030	PRAMEF33	Pramel40
12031	PRAMEF33	AA792892
12032	PRAMEF33	Pramel41
12033	PRAMEF33	Pramel42
12034	PRAMEF33	Pramel43
12035	PRAMEF33	Pramel44
12036	PRAMEF33	Gm6205
12037	PRAMEF33	Gm3183
12038	PRAMEF33	Gm6367
12039	PRAMEF33	Pramel45
12040	PRAMEF33	Gm16513
12041	PRAMEF33	Pramel46
12042	PRAMEF33	Pramel47
12043	PRAMEF33	Pramel48
12044	PRAMEF33	Gm3286
12045	PRAMEF33	Pramel49
12046	PRAMEF33	Pramel50
12047	PRAMEF33	Gm7982
12048	PRAMEF33	E330014E10Rik
12049	PRAMEF33	Pramel7
12050	PRAMEF33	Pramel6
12051	PRAMEF33	Pramel1
12052	PRAMEF33	Pramel12
12053	PRAMEF33	Oog4
12054	PRAMEF33	Gm13043
12055	PRAMEF33	Gm13040
12056	PRAMEF33	Gm13057
12057	PRAMEF33	Pramel20
12058	PRAMEF33	Pramel21
12059	PRAMEF33	Pramel22
12060	PRAMEF33	Pramel23
12061	PRAMEF33	Pramel24
12062	PRAMEF33	Pramel25
12063	PRAMEF33	Pramel26
12064	PRAMEF33	Pramel27
12065	PRAMEF33	Pramel11
12066	PRAMEF33	Pramel16
12067	PRAMEF33	Pramel28
12068	PRAMEF33	Pramel14
12069	PRAMEF33	Pramel4
12070	PRAMEF33	Gm13102
12071	PRAMEF33	Oog3
12072	PRAMEF33	Oog2
12073	PRAMEF33	Pramel29
12074	PRAMEF33	Pramel5
12075	PRAMEF33	Pramel30
12076	PRAMEF33	Pramel31
12077	PRAMEF33	Pramel15
12078	PRAMEF33	Pramel13
12079	EFHD2	Efhd2
12080	CORT	Cort
12081	H3C15	H3c15
12082	MFN2	Mfn2
12083	CEP104	Cep104
12084	DHDDS	Dhdds
12085	GPR89A	Gpr89
12086	CLCNKA	Clcnka
12087	CLCNKA	Clcnkb
12088	TNFRSF4	Tnfrsf4
12089	SLC66A1	Slc66a1
12090	PRAMEF2	Oog1
12091	PRAMEF2	Gm2042
12092	PRAMEF2	Pramel51
12093	PRAMEF2	Pramel32
12094	PRAMEF2	Pramel17
12095	PRAMEF2	C130073F10Rik
12096	PRAMEF2	Pramel18
12097	PRAMEF2	Pramel19
12098	PRAMEF2	Gm12790
12099	PRAMEF2	Gm12789
12100	PRAMEF2	Pramel33
12101	PRAMEF2	Pramel34
12102	PRAMEF2	Pramel35
12103	PRAMEF2	Pramel36
12104	PRAMEF2	Pramel37
12105	PRAMEF2	Gm6351
12106	PRAMEF2	Pramel38
